,compound_id,target_id,standard_type,standard_relation,standard_value,standard_units
2593140,CHEMBL577547,Q81VW8,KD,=,5260.0,NM
2594729,CHEMBL428722,P62942,KD,=,576000.0,NM
2594776,CHEMBL3665735,O43613,KD,=,55.0,NM
2594777,CHEMBL3665735,O43613,KD,=,65.0,NM
2594867,CHEMBL417564,P18031,KD,=,11000.0,NM
2594902,CHEMBL445752,P08238,KD,>,100000.0,NM
2595406,CHEMBL207266,O70212,KD,=,1995.26,NM
2595449,CHEMBL321612,"P49286, P48039",KD,=,1.94e-09,
2595527,CHEMBL3311143,P21462,KD,=,25.0,NM
2596399,CHEMBL144224,P43140,KD,=,38.02,NM
2596400,CHEMBL144224,P23944,KD,=,6.92,NM
2596401,CHEMBL144224,"P22909, P19328, P22086",KD,=,302.0,NM
2596402,CHEMBL144224,P15823,KD,=,0.447,NM
2596831,CHEMBL483321,Q9Y6R4,KD,>,10000.0,NM
2596832,CHEMBL483321,Q9Y6M4,KD,>,10000.0,NM
2596833,CHEMBL483321,Q9Y6E0,KD,>,10000.0,NM
2596834,CHEMBL483321,Q9Y616,KD,>,10000.0,NM
2596835,CHEMBL483321,Q9Y5S2,KD,>,10000.0,NM
2596836,CHEMBL483321,Q9Y4K4,KD,>,10000.0,NM
2596837,CHEMBL483321,Q9Y463,KD,>,10000.0,NM
2596838,CHEMBL483321,Q9Y2H1,KD,>,10000.0,NM
2596839,CHEMBL483321,Q9Y243,KD,>,10000.0,NM
2596840,CHEMBL483321,Q9UQM7,KD,>,10000.0,NM
2596841,CHEMBL483321,Q9UQB9,KD,>,10000.0,NM
2596842,CHEMBL483321,Q9UQ88,KD,>,10000.0,NM
2596843,CHEMBL483321,Q9UM73,KD,>,10000.0,NM
2596844,CHEMBL483321,Q9UKI8,KD,>,10000.0,NM
2596845,CHEMBL483321,Q9UKE5,KD,>,10000.0,NM
2596846,CHEMBL483321,Q9UK32,KD,>,10000.0,NM
2596847,CHEMBL483321,Q9UK32,KD,>,10000.0,NM
2596848,CHEMBL483321,Q9UIK4,KD,>,10000.0,NM
2596849,CHEMBL483321,Q9UF33,KD,>,10000.0,NM
2596850,CHEMBL483321,Q9UEE5,KD,>,10000.0,NM
2596851,CHEMBL483321,Q9UBE8,KD,>,10000.0,NM
2596852,CHEMBL483321,Q9P2K8,KD,>,10000.0,NM
2596853,CHEMBL483321,Q9P289,KD,>,10000.0,NM
2596854,CHEMBL483321,Q9P286,KD,>,10000.0,NM
2596855,CHEMBL483321,Q9P1W9,KD,>,10000.0,NM
2596856,CHEMBL483321,Q9P0L2,KD,>,10000.0,NM
2596857,CHEMBL483321,Q9NYL2,KD,>,10000.0,NM
2596858,CHEMBL483321,Q9NY57,KD,>,10000.0,NM
2596859,CHEMBL483321,Q9NSY1,KD,>,10000.0,NM
2596860,CHEMBL483321,Q9NRP7,KD,>,10000.0,NM
2596861,CHEMBL483321,Q9NRM7,KD,>,10000.0,NM
2596862,CHEMBL483321,Q9NQU5,KD,>,10000.0,NM
2596863,CHEMBL483321,Q9HCP0,KD,>,10000.0,NM
2596864,CHEMBL483321,Q9HC98,KD,>,10000.0,NM
2596865,CHEMBL483321,Q9HBH9,KD,=,840.0,NM
2596866,CHEMBL483321,Q9HAZ1,KD,>,10000.0,NM
2596867,CHEMBL483321,Q9H4B4,KD,>,10000.0,NM
2596868,CHEMBL483321,Q9H3Y6,KD,>,10000.0,NM
2596869,CHEMBL483321,Q9H2G2,KD,>,10000.0,NM
2596870,CHEMBL483321,Q9H1R3,KD,>,10000.0,NM
2596871,CHEMBL483321,Q9H0K1,KD,>,10000.0,NM
2596872,CHEMBL483321,Q9H093,KD,>,10000.0,NM
2596873,CHEMBL483321,Q9C098,KD,>,10000.0,NM
2596874,CHEMBL483321,Q9BZL6,KD,>,10000.0,NM
2596875,CHEMBL483321,Q9BYT3,KD,>,10000.0,NM
2596876,CHEMBL483321,Q9BXA7,KD,>,10000.0,NM
2596877,CHEMBL483321,Q9BWU1,KD,=,1100.0,NM
2596878,CHEMBL483321,Q9BUB5,KD,>,10000.0,NM
2596879,CHEMBL483321,Q9BRS2,KD,>,10000.0,NM
2596880,CHEMBL483321,Q99755,KD,>,10000.0,NM
2596881,CHEMBL483321,Q99683,KD,>,10000.0,NM
2596882,CHEMBL483321,Q99640,KD,>,10000.0,NM
2596883,CHEMBL483321,Q96SB4,KD,>,10000.0,NM
2596884,CHEMBL483321,Q96RR4,KD,>,10000.0,NM
2596885,CHEMBL483321,Q96PY6,KD,>,10000.0,NM
2596886,CHEMBL483321,Q96NX5,KD,>,10000.0,NM
2596887,CHEMBL483321,Q96L34,KD,>,10000.0,NM
2596888,CHEMBL483321,Q96GD4,KD,>,10000.0,NM
2596889,CHEMBL483321,Q96D53,KD,>,10000.0,NM
2596890,CHEMBL483321,Q92918,KD,>,10000.0,NM
2596891,CHEMBL483321,Q8WXR4,KD,>,10000.0,NM
2596892,CHEMBL483321,Q8TDX7,KD,>,10000.0,NM
2596893,CHEMBL483321,Q8TDC3,KD,>,10000.0,NM
2596894,CHEMBL483321,Q8TD19,KD,>,10000.0,NM
2596895,CHEMBL483321,Q8TD08,KD,>,10000.0,NM
2596896,CHEMBL483321,Q8NI60,KD,>,10000.0,NM
2596897,CHEMBL483321,Q8NFD2,KD,>,10000.0,NM
2596898,CHEMBL483321,Q8NEV4,KD,>,10000.0,NM
2596899,CHEMBL483321,Q8N752,KD,>,10000.0,NM
2596900,CHEMBL483321,Q8N5S9,KD,>,10000.0,NM
2596901,CHEMBL483321,Q8N568,KD,>,10000.0,NM
2596902,CHEMBL483321,Q8IWQ3,KD,>,10000.0,NM
2596903,CHEMBL483321,Q8IW41,KD,>,10000.0,NM
2596904,CHEMBL483321,Q8IVH8,KD,>,10000.0,NM
2596905,CHEMBL483321,Q8IU85,KD,>,10000.0,NM
2596906,CHEMBL483321,Q86YV6,KD,>,10000.0,NM
2596907,CHEMBL483321,Q86V86,KD,>,10000.0,NM
2596908,CHEMBL483321,Q86UX6,KD,>,10000.0,NM
2596909,CHEMBL483321,Q86UE8,KD,>,10000.0,NM
2596910,CHEMBL483321,Q7KZI7,KD,>,10000.0,NM
2596911,CHEMBL483321,Q6P3R8,KD,>,10000.0,NM
2596912,CHEMBL483321,Q6DT37,KD,>,10000.0,NM
2596913,CHEMBL483321,Q5VT25,KD,>,10000.0,NM
2596914,CHEMBL483321,Q59H18,KD,>,10000.0,NM
2596915,CHEMBL483321,Q2M2I8,KD,>,10000.0,NM
2596916,CHEMBL483321,Q16832,KD,>,10000.0,NM
2596917,CHEMBL483321,Q16816,KD,>,10000.0,NM
2596918,CHEMBL483321,Q16659,KD,>,10000.0,NM
2596919,CHEMBL483321,Q16620,KD,>,10000.0,NM
2596920,CHEMBL483321,Q16584,KD,>,10000.0,NM
2596921,CHEMBL483321,Q16566,KD,>,10000.0,NM
2596922,CHEMBL483321,Q16539,KD,>,10000.0,NM
2596923,CHEMBL483321,Q16513,KD,>,10000.0,NM
2596924,CHEMBL483321,Q16512,KD,>,10000.0,NM
2596925,CHEMBL483321,Q16288,KD,>,10000.0,NM
2596926,CHEMBL483321,Q15831,KD,>,10000.0,NM
2596927,CHEMBL483321,Q15759,KD,>,10000.0,NM
2596928,CHEMBL483321,Q15746,KD,>,10000.0,NM
2596929,CHEMBL483321,Q15569,KD,>,10000.0,NM
2596930,CHEMBL483321,Q15418,KD,>,10000.0,NM
2596931,CHEMBL483321,Q15418,KD,>,10000.0,NM
2596932,CHEMBL483321,Q15375,KD,>,10000.0,NM
2596933,CHEMBL483321,Q15349,KD,>,10000.0,NM
2596934,CHEMBL483321,Q15349,KD,>,10000.0,NM
2596935,CHEMBL483321,Q15139,KD,>,10000.0,NM
2596936,CHEMBL483321,Q14680,KD,>,10000.0,NM
2596937,CHEMBL483321,Q14289,KD,>,10000.0,NM
2596938,CHEMBL483321,Q14164,KD,>,10000.0,NM
2596939,CHEMBL483321,Q14012,KD,>,10000.0,NM
2596940,CHEMBL483321,Q13976,KD,>,10000.0,NM
2596941,CHEMBL483321,Q13882,KD,>,10000.0,NM
2596942,CHEMBL483321,Q13873,KD,>,10000.0,NM
2596943,CHEMBL483321,Q13705,KD,>,10000.0,NM
2596944,CHEMBL483321,Q13557,KD,>,10000.0,NM
2596945,CHEMBL483321,Q13555,KD,>,10000.0,NM
2596946,CHEMBL483321,Q13554,KD,>,10000.0,NM
2596947,CHEMBL483321,Q13546,KD,>,10000.0,NM
2596948,CHEMBL483321,Q13470,KD,>,10000.0,NM
2596949,CHEMBL483321,Q13237,KD,>,10000.0,NM
2596950,CHEMBL483321,Q13188,KD,>,10000.0,NM
2596951,CHEMBL483321,Q13177,KD,>,10000.0,NM
2596952,CHEMBL483321,Q13164,KD,>,10000.0,NM
2596954,CHEMBL483321,Q13153,KD,>,10000.0,NM
2596955,CHEMBL483321,Q13131,KD,>,10000.0,NM
2596956,CHEMBL483321,Q13043,KD,>,10000.0,NM
2596957,CHEMBL483321,Q12866,KD,>,10000.0,NM
2596958,CHEMBL483321,Q09013,KD,>,10000.0,NM
2596959,CHEMBL483321,Q08881,KD,>,10000.0,NM
2596960,CHEMBL483321,Q08345,KD,>,10000.0,NM
2596961,CHEMBL483321,Q07912,KD,>,10000.0,NM
2596962,CHEMBL483321,Q07002,KD,>,10000.0,NM
2596963,CHEMBL483321,Q06418,KD,>,10000.0,NM
2596964,CHEMBL483321,Q06187,KD,>,10000.0,NM
2596965,CHEMBL483321,Q05655,KD,>,10000.0,NM
2596966,CHEMBL483321,Q05397,KD,>,10000.0,NM
2596967,CHEMBL483321,Q04771,KD,>,10000.0,NM
2596968,CHEMBL483321,Q04759,KD,>,10000.0,NM
2596969,CHEMBL483321,Q02779,KD,>,10000.0,NM
2596970,CHEMBL483321,Q02763,KD,>,10000.0,NM
2596971,CHEMBL483321,Q02750,KD,>,10000.0,NM
2596972,CHEMBL483321,Q02156,KD,>,10000.0,NM
2596974,CHEMBL483321,Q00537,KD,>,10000.0,NM
2596975,CHEMBL483321,Q00536,KD,>,10000.0,NM
2596976,CHEMBL483321,Q00535,KD,>,10000.0,NM
2596977,CHEMBL483321,Q00526,KD,>,10000.0,NM
2596978,CHEMBL483321,P80192,KD,>,10000.0,NM
2596979,CHEMBL483321,P78368,KD,>,10000.0,NM
2596980,CHEMBL483321,P78362,KD,>,10000.0,NM
2596981,CHEMBL483321,P78356,KD,>,10000.0,NM
2596982,CHEMBL483321,P68400,KD,>,10000.0,NM
2596983,CHEMBL483321,P68370,KD,=,260.0,NM
2596984,CHEMBL483321,P57059,KD,>,10000.0,NM
2596985,CHEMBL483321,P54764,KD,>,10000.0,NM
2596986,CHEMBL483321,P54762,KD,>,10000.0,NM
2596987,CHEMBL483321,P54760,KD,>,10000.0,NM
2596988,CHEMBL483321,P54756,KD,>,10000.0,NM
2596989,CHEMBL483321,P54753,KD,>,10000.0,NM
2596990,CHEMBL483321,P54646,KD,>,10000.0,NM
2596991,CHEMBL483321,P53779,KD,>,10000.0,NM
2596992,CHEMBL483321,P53778,KD,>,10000.0,NM
2596993,CHEMBL483321,P53671,KD,>,10000.0,NM
2596994,CHEMBL483321,P53667,KD,>,10000.0,NM
2596995,CHEMBL483321,P53355,KD,>,10000.0,NM
2596996,CHEMBL483321,P53350,KD,>,10000.0,NM
2596997,CHEMBL483321,P52564,KD,>,10000.0,NM
2596998,CHEMBL483321,P52333,KD,>,10000.0,NM
2596999,CHEMBL483321,P51955,KD,>,10000.0,NM
2597000,CHEMBL483321,P51817,KD,>,10000.0,NM
2597001,CHEMBL483321,P51813,KD,>,10000.0,NM
2597002,CHEMBL483321,P51812,KD,>,10000.0,NM
2597003,CHEMBL483321,P51451,KD,>,10000.0,NM
2597004,CHEMBL483321,P50750,KD,>,10000.0,NM
2597005,CHEMBL483321,P50613,KD,>,10000.0,NM
2597006,CHEMBL483321,P49841,KD,>,10000.0,NM
2597007,CHEMBL483321,P49840,KD,>,10000.0,NM
2597008,CHEMBL483321,P49761,KD,>,10000.0,NM
2597009,CHEMBL483321,P49760,KD,>,10000.0,NM
2597010,CHEMBL483321,P49759,KD,>,10000.0,NM
2597011,CHEMBL483321,P49674,KD,>,10000.0,NM
2597012,CHEMBL483321,P49336,KD,=,2300.0,NM
2597013,CHEMBL483321,P49137,KD,>,10000.0,NM
2597014,CHEMBL483321,P48730,KD,>,10000.0,NM
2597015,CHEMBL483321,P46734,KD,>,10000.0,NM
2597016,CHEMBL483321,P45985,KD,>,10000.0,NM
2597017,CHEMBL483321,P45984,KD,>,10000.0,NM
2597018,CHEMBL483321,P45983,KD,>,10000.0,NM
2597019,CHEMBL483321,P43405,KD,>,10000.0,NM
2597020,CHEMBL483321,P43403,KD,>,10000.0,NM
2597021,CHEMBL483321,P42685,KD,>,10000.0,NM
2597022,CHEMBL483321,P42684,KD,>,10000.0,NM
2597023,CHEMBL483321,P42681,KD,>,10000.0,NM
2597024,CHEMBL483321,P42680,KD,>,10000.0,NM
2597025,CHEMBL483321,P42336,KD,>,10000.0,NM
2597026,CHEMBL483321,P42336,KD,>,10000.0,NM
2597027,CHEMBL483321,P41240,KD,>,10000.0,NM
2597028,CHEMBL483321,P37173,KD,>,10000.0,NM
2597029,CHEMBL483321,P37023,KD,>,10000.0,NM
2597030,CHEMBL483321,P36897,KD,>,10000.0,NM
2597031,CHEMBL483321,P36896,KD,>,10000.0,NM
2597032,CHEMBL483321,P36894,KD,>,10000.0,NM
2597033,CHEMBL483321,P36888,KD,>,10000.0,NM
2597034,CHEMBL483321,P36888,KD,>,10000.0,NM
2597035,CHEMBL483321,P36888,KD,>,10000.0,NM
2597036,CHEMBL483321,P36888,KD,>,10000.0,NM
2597037,CHEMBL483321,P36888,KD,>,10000.0,NM
2597038,CHEMBL483321,P36507,KD,>,10000.0,NM
2597039,CHEMBL483321,P35968,KD,>,10000.0,NM
2597040,CHEMBL483321,P35916,KD,>,10000.0,NM
2597041,CHEMBL483321,P35590,KD,>,10000.0,NM
2597042,CHEMBL483321,P33981,KD,>,10000.0,NM
2597043,CHEMBL483321,P31751,KD,>,10000.0,NM
2597044,CHEMBL483321,P31749,KD,>,10000.0,NM
2597045,CHEMBL483321,P31152,KD,>,10000.0,NM
2597046,CHEMBL483321,P30530,KD,>,10000.0,NM
2597047,CHEMBL483321,P30291,KD,>,10000.0,NM
2597048,CHEMBL483321,P29597,KD,>,10000.0,NM
2597049,CHEMBL483321,P29376,KD,>,10000.0,NM
2597050,CHEMBL483321,P29323,KD,>,10000.0,NM
2597051,CHEMBL483321,P29322,KD,>,10000.0,NM
2597052,CHEMBL483321,P29320,KD,>,10000.0,NM
2597053,CHEMBL483321,P29317,KD,>,10000.0,NM
2597054,CHEMBL483321,P28482,KD,>,10000.0,NM
2597055,CHEMBL483321,P27448,KD,>,10000.0,NM
2597056,CHEMBL483321,P27361,KD,>,10000.0,NM
2597057,CHEMBL483321,P27037,KD,>,10000.0,NM
2597058,CHEMBL483321,P24941,KD,>,10000.0,NM
2597059,CHEMBL483321,P24723,KD,>,10000.0,NM
2597060,CHEMBL483321,P23458,KD,>,10000.0,NM
2597061,CHEMBL483321,P22694,KD,>,10000.0,NM
2597062,CHEMBL483321,P22607,KD,>,10000.0,NM
2597063,CHEMBL483321,P22607,KD,>,10000.0,NM
2597064,CHEMBL483321,P22455,KD,>,10000.0,NM
2597065,CHEMBL483321,P21802,KD,>,10000.0,NM
2597066,CHEMBL483321,P21709,KD,>,10000.0,NM
2597067,CHEMBL483321,P21127,KD,>,10000.0,NM
2597068,CHEMBL483321,P19784,KD,>,10000.0,NM
2597069,CHEMBL483321,P19525,KD,>,10000.0,NM
2597070,CHEMBL483321,P17948,KD,>,10000.0,NM
2597071,CHEMBL483321,P17612,KD,>,10000.0,NM
2597072,CHEMBL483321,P16591,KD,>,10000.0,NM
2597073,CHEMBL483321,P16234,KD,>,10000.0,NM
2597074,CHEMBL483321,P15735,KD,>,10000.0,NM
2597075,CHEMBL483321,P15056,KD,>,10000.0,NM
2597076,CHEMBL483321,P15056,KD,>,10000.0,NM
2597077,CHEMBL483321,P14616,KD,>,10000.0,NM
2597078,CHEMBL483321,P12931,KD,>,10000.0,NM
2597079,CHEMBL483321,P11799,KD,>,10000.0,NM
2597080,CHEMBL483321,P11362,KD,>,10000.0,NM
2597081,CHEMBL483321,P11309,KD,>,10000.0,NM
2597082,CHEMBL483321,P10721,KD,>,10000.0,NM
2597083,CHEMBL483321,P10721,KD,>,10000.0,NM
2597084,CHEMBL483321,P10721,KD,>,10000.0,NM
2597085,CHEMBL483321,P10721,KD,>,10000.0,NM
2597086,CHEMBL483321,P10721,KD,>,10000.0,NM
2597087,CHEMBL483321,P10721,KD,>,10000.0,NM
2597088,CHEMBL483321,P09769,KD,>,10000.0,NM
2597089,CHEMBL483321,P09619,KD,>,10000.0,NM
2597090,CHEMBL483321,P08922,KD,>,10000.0,NM
2597091,CHEMBL483321,P08631,KD,>,10000.0,NM
2597092,CHEMBL483321,P08581,KD,>,10000.0,NM
2597093,CHEMBL483321,P08069,KD,>,10000.0,NM
2597094,CHEMBL483321,P07949,KD,>,10000.0,NM
2597095,CHEMBL483321,P07949,KD,>,10000.0,NM
2597096,CHEMBL483321,P07948,KD,>,10000.0,NM
2597097,CHEMBL483321,P07947,KD,>,10000.0,NM
2597098,CHEMBL483321,P07333,KD,>,10000.0,NM
2597099,CHEMBL483321,P07332,KD,>,10000.0,NM
2597101,CHEMBL483321,P06241,KD,>,10000.0,NM
2597102,CHEMBL483321,P06239,KD,>,10000.0,NM
2597103,CHEMBL483321,P06213,KD,>,10000.0,NM
2597104,CHEMBL483321,P04629,KD,>,10000.0,NM
2597105,CHEMBL483321,P04626,KD,=,43.0,NM
2597108,CHEMBL483321,P04049,KD,>,10000.0,NM
2597110,CHEMBL483321,P00533,KD,=,10.0,NM
2597111,CHEMBL483321,P00533,KD,=,17.0,NM
2597112,CHEMBL483321,P00533,KD,=,36.0,NM
2597113,CHEMBL483321,P00533,KD,=,42.0,NM
2597114,CHEMBL483321,P00533,KD,=,110.0,NM
2597115,CHEMBL483321,P00533,KD,=,560.0,NM
2597116,CHEMBL483321,P00533,KD,=,720.0,NM
2597117,CHEMBL483321,P00533,KD,=,1000.0,NM
2597118,CHEMBL483321,P00533,KD,=,1800.0,NM
2597119,CHEMBL483321,P00533,KD,=,2000.0,NM
2597120,CHEMBL483321,P00519,KD,>,10000.0,NM
2597121,CHEMBL483321,P00519,KD,>,10000.0,NM
2597122,CHEMBL483321,P00519,KD,>,10000.0,NM
2597123,CHEMBL483321,P00519,KD,>,10000.0,NM
2597124,CHEMBL483321,P00519,KD,>,10000.0,NM
2597125,CHEMBL483321,P00519,KD,>,10000.0,NM
2597126,CHEMBL483321,P00519,KD,>,10000.0,NM
2597127,CHEMBL483321,O96013,KD,>,10000.0,NM
2597128,CHEMBL483321,O95835,KD,>,10000.0,NM
2597129,CHEMBL483321,O95819,KD,>,10000.0,NM
2597130,CHEMBL483321,O94921,KD,>,10000.0,NM
2597131,CHEMBL483321,O94806,KD,>,10000.0,NM
2597132,CHEMBL483321,O94804,KD,>,10000.0,NM
2597133,CHEMBL483321,O94768,KD,>,10000.0,NM
2597134,CHEMBL483321,O75914,KD,>,10000.0,NM
2597135,CHEMBL483321,O75716,KD,>,10000.0,NM
2597136,CHEMBL483321,O75676,KD,>,10000.0,NM
2597137,CHEMBL483321,O75676,KD,>,10000.0,NM
2597138,CHEMBL483321,O75582,KD,>,10000.0,NM
2597139,CHEMBL483321,O75582,KD,>,10000.0,NM
2597140,CHEMBL483321,O60674,KD,>,10000.0,NM
2597141,CHEMBL483321,O60285,KD,>,10000.0,NM
2597142,CHEMBL483321,O43353,KD,>,10000.0,NM
2597143,CHEMBL483321,O43293,KD,>,10000.0,NM
2597144,CHEMBL483321,O43293,KD,>,10000.0,NM
2597145,CHEMBL483321,O15530,KD,>,10000.0,NM
2597146,CHEMBL483321,O15146,KD,>,10000.0,NM
2597147,CHEMBL483321,O15075,KD,>,10000.0,NM
2597148,CHEMBL483321,O14976,KD,>,10000.0,NM
2597149,CHEMBL483321,O14965,KD,>,10000.0,NM
2597150,CHEMBL483321,O14757,KD,>,10000.0,NM
2597151,CHEMBL483321,O14730,KD,>,10000.0,NM
2597152,CHEMBL483321,O14578,KD,>,10000.0,NM
2597153,CHEMBL483321,O00506,KD,>,10000.0,NM
2597154,CHEMBL483321,O00444,KD,>,10000.0,NM
2598460,CHEMBL1160564,"P00558, P07205",KD,=,120000.0,NM
2598995,CHEMBL3349687,P30547,KD,=,100.0,NM
2598996,CHEMBL3349687,P16610,KD,=,7943.28,NM
2598997,CHEMBL3349687,P16177,KD,=,2511.89,NM
2600067,CHEMBL150800,P21728,KD,=,0.28,NM
2600069,CHEMBL434215,P21728,KD,=,0.15,NM
2600788,CHEMBL1744096,"P23944, P43140, P15823",KD,=,199.53,NM
2601178,CHEMBL404923,Q06609,KD,=,2100000.0,NM
2601912,CHEMBL151289,P25103,KD,=,1.58,NM
2602094,CHEMBL3144339,P79218,KD,=,15848.93,NM
2602095,CHEMBL3144339,P25103,KD,=,12589.25,NM
2602096,CHEMBL3144339,P16177,KD,=,12589.25,NM
2602548,CHEMBL433435,P21731,KD,=,10.0,NM
2602784,CHEMBL568828,P45040,KD,=,25703.96,NM
2602873,CHEMBL36583,P08172,KD,=,50.12,NM
2603199,CHEMBL776,Q28044,KD,=,9120.0,NM
2603202,CHEMBL776,P25098,KD,=,13000.0,NM
2603207,CHEMBL776,P07550,KD,=,4810.0,NM
2603208,CHEMBL776,P07550,KD,=,501.19,NM
2603557,CHEMBL2372420,P30560,KD,=,26.92,NM
2603558,CHEMBL2372420,P30560,KD,=,27.0,NM
2603739,CHEMBL267475,"Q9NS75, Q9Y271",KD,=,1122.0,NM
2603747,CHEMBL267475,Q2NNR5,KD,=,50.12,NM
2603749,CHEMBL267475,Q2NNR5,KD,=,1120.0,NM
2604289,CHEMBL11920,"Q9NS75, Q9Y271",KD,=,205.0,NM
2604362,CHEMBL293764,P21731,KD,=,12.3,NM
2604364,CHEMBL57359,P21731,KD,=,630.0,NM
2604421,CHEMBL48194,P43140,KD,=,354.81,NM
2605798,CHEMBL288430,"P35563, Q9JJ16",KD,>,31.62,NM
2606125,CHEMBL1098696,P21554,KD,=,3.98,NM
2606188,CHEMBL1214186,P51580,KD,=,10000.0,NM
2607680,CHEMBL1947131,P34976,KD,=,4.79,NM
2608240,CHEMBL1791382,P01024,KD,=,150.0,NM
2609038,CHEMBL2381969,Q14145,KD,=,100000.0,NM
2609046,CHEMBL2381968,Q14145,KD,=,1000.0,NM
2609060,CHEMBL1460757,Q14145,KD,=,1900.0,NM
2609068,CHEMBL2381970,Q14145,KD,=,700000.0,NM
2609472,CHEMBL54,P43140,KD,=,17.38,NM
2609554,CHEMBL54,P35462,KD,=,316.23,NM
2610532,CHEMBL54,P02770,KD,=,96900.0,NM
2611878,CHEMBL1097199,P63073,KD,=,2200.0,NM
2612327,CHEMBL3590460,Q12809,KD,=,637.0,NM
2612335,CHEMBL3289430,P21964,KD,=,31622.78,NM
2612520,CHEMBL2407592,P27694,KD,=,58000.0,NM
2612655,CHEMBL360139,B0FL73,KD,=,144.54,NM
2612733,CHEMBL2335066,P53779,KD,=,2884.03,NM
2612734,CHEMBL2335066,P53779,KD,=,2910.0,NM
2612735,CHEMBL2335066,P53779,KD,=,2910.0,NM
2612871,CHEMBL237816,P62942,KD,>,1400000.0,NM
2613429,CHEMBL490478,P00491,KD,=,165.0,NM
2613430,CHEMBL490478,P00491,KD,=,550.0,NM
2613434,CHEMBL445029,P00491,KD,=,96.0,NM
2613435,CHEMBL445029,P00491,KD,=,1380.0,NM
2614379,CHEMBL324724,P31389,KD,>,100000.0,NM
2614821,CHEMBL420671,P35228,KD,=,400.0,NM
2616547,CHEMBL503489,P55899,KD,=,230.0,NM
2616801,CHEMBL132377,Q8VH26,KD,=,6165.95,NM
2616804,CHEMBL132377,P08172,KD,=,213.8,NM
2617613,CHEMBL3654513,Q63844,KD,=,0.6,NM
2618051,CHEMBL1651669,P42227,KD,=,5400.0,NM
2618792,CHEMBL1645126,P35961,KD,=,3400.0,NM
2618873,CHEMBL414055,P30542,KD,=,158.49,NM
2619034,CHEMBL373937,P16083,KD,=,18.1,NM
2619257,CHEMBL41103,"P22909, P19328, P22086",KD,<,1000.0,NM
2619384,CHEMBL264152,P10828,KD,=,53.0,NM
2619387,CHEMBL264152,P10827,KD,=,42.0,NM
2621604,CHEMBL1203107,"P35348, P35368, P25100",KD,=,6309.57,NM
2621605,CHEMBL1203107,"P13945, P08588, P07550",KD,=,7943.28,NM
2622761,CHEMBL1911374,P34972,KD,>,10000.0,NM
2622762,CHEMBL1911374,P21554,KD,=,4.6,NM
2622765,CHEMBL1911374,P20272,KD,=,12.4,NM
2622767,CHEMBL1911375,P21554,KD,=,3.95,NM
2622774,CHEMBL1911375,P20272,KD,=,29.1,NM
2623175,CHEMBL258349,Q9Y5N1,KD,=,0.0224,NM
2624181,CHEMBL424905,P30560,KD,=,0.19,NM
2625377,CHEMBL286835,P25102,KD,=,1995.26,NM
2626078,CHEMBL283527,P31389,KD,=,144.54,NM
2626089,CHEMBL15348,"P13945, P08588, P07550",KD,=,2187.76,NM
2626090,CHEMBL15348,"P13945, P08588, P07550",KD,=,2344.23,NM
2626125,CHEMBL3654461,Q63844,KD,=,1.4,NM
2626345,CHEMBL595347,P31749,KD,=,1350.0,NM
2626406,CHEMBL3287916,Q7ZJM1,KD,=,17.0,NM
2626480,CHEMBL441019,P07900,KD,=,750.0,NM
2627181,CHEMBL170,P02768,KD,=,309029.54,NM
2627679,CHEMBL207952,O70212,KD,=,794328.23,NM
2628688,CHEMBL272576,P56817,KD,=,350000.0,NM
2628871,CHEMBL1822647,Q96GD4,KD,=,5.0,NM
2628872,CHEMBL1822647,O14965,KD,=,12.0,NM
2628995,CHEMBL3654483,Q63844,KD,=,0.052000000000000005,NM
2629119,CHEMBL523630,P22303,KD,=,150900.0,NM
2629665,CHEMBL74306,P22001,KD,=,4000.0,NM
2631239,CHEMBL318091,"P25095, P35351, P29089",KD,=,10.0,NM
2631804,CHEMBL2181549,Q9Y2T6,KD,=,283791902.84,NM
2632226,CHEMBL358695,P25774,KD,>,20000.0,NM
2632952,CHEMBL441687,P09429,KD,=,150000.0,NM
2633847,CHEMBL3425968,O60760,KD,=,400.0,NM
2634484,CHEMBL1668036,O70212,KD,=,63.1,NM
2635314,CHEMBL46273,Q14573,KD,=,188.0,NM
2635522,CHEMBL50007,P34976,KD,=,74.13,NM
2635606,CHEMBL277319,"P13945, P08588, P07550",KD,=,64.57,NM
2635607,CHEMBL277319,"P13945, P08588, P07550",KD,=,69.18,NM
2635940,CHEMBL1233897,O60760,KD,=,9.5,NM
2635941,CHEMBL1233897,O60760,KD,=,20.0,NM
2637119,CHEMBL394928,Q9Y5N1,KD,=,3.16,NM
2637197,CHEMBL347002,Q8K4Z4,KD,=,77624.71,NM
2637309,CHEMBL311191,P30411,KD,=,12000.0,NM
2637559,CHEMBL111861,P04278,KD,=,371.54,NM
2638477,CHEMBL2058995,P00338,KD,=,300000.0,NM
2638478,CHEMBL2058995,P00338,KD,=,1600000.0,NM
2639347,CHEMBL3112704,P43490,KD,=,481000.0,NM
2640070,CHEMBL3099761,P24941,KD,=,40.0,NM
2640071,CHEMBL3099761,P24941,KD,=,50.0,NM
2640201,CHEMBL155714,Q8K4Z4,KD,=,20.89,NM
2640202,CHEMBL155714,B0FL73,KD,=,151.36,NM
2640621,CHEMBL1236798,Q05397,KD,=,159000.0,NM
2640733,CHEMBL384164,P35346,KD,=,83.24,NM
2640734,CHEMBL384164,P32745,KD,=,830.0,NM
